Genus	Species	Subspecies	Ploidy Level (x)	DNA Amount1C (pg)	Original Reference
Drosera	spathulata	NA	8	0.7	Rothfels and Heimburg,1968
Drosera	rotundifolia	NA	2	0.9	Rothfels and Heimburg,1968
Drosera	linearis	NA	2	0.9	Rothfels and Heimburg,1968
Drosera	intermedia	NA	2	0.9	Rothfels and Heimburg,1968
Dryas	octopetala	NA	2	0.6	Dickson et al.,1992
Echinochloa	walteri	NA	-	1.21	Bai et al.,2012
Echinochloa	frumentacea	NA	-	1.3	Bennett and Smith,1976
Echinochloa	colonum	NA	-	1.4	Bennett et al.,1998
Echinochloa	crus-galli	NA	-	1.4	Olszewska and Osiecka,1982
Echium	bonnetii		2	0.32	Suda et al.,2005
Echium	strictum	subsp. strictum	2	0.42	Suda et al.,2005
Echium	decaisnei	subsp. decaisnei	2	0.45	Suda et al.,2005
Echium	virescens		2	0.46	Suda et al.,2005
Echium	simplex		2	0.47	Suda et al.,2005
Echium	gentianoides		2	0.47	Suda et al.,2005
Echium	brevirame		2	0.49	Suda et al.,2005
Echium	leucophaeum		2	0.49	Suda et al.,2005
Echium	triste	subsp. triste	2	0.49	Suda et al.,2005
Echium	webbii		2	0.49	Suda et al.,2005
Echium	bethencourtii		2	0.5	Suda et al.,2005
Echium	hierrense		2	0.51	Suda et al.,2005
Echium	aculeatum		2	0.51	Suda et al.,2005
Echium	angustifolium		-	0.8	Bou Dagher-Kharrat et al.,2013
Echium	vulgare		-	0.83	Pustahija et al.,2013
Echium	italicum		-	1.01	Pustahija et al.,2013
Echium	rubrum		-	1.52	Pustahija et al.,2013
Elaeagnus	angustifolia	NA	-	0.58	Garcia S. et al.,2010
Elaeagnus	commutata	NA	2	0.67	Fridley & Craddock.,2015
Elaeagnus	multiflora	NA	2	0.8	Fridley & Craddock.,2015
Elaeagnus	umbellata	NA	2	0.81	Fridley & Craddock.,2015
Elaeis	guineensis	NA	-	2.16	Camillo et al.,2014
Elaeis	oleifera	NA	-	2.22	Camillo et al.,2014
Eleusine	indica	NA	2	0.7	Bennett and Smith,1976
Eleusine	verticillata	NA	2	1.3	Hiremath and Salimath,1991
Eleusine	multiflora	NA	2	1.3	Hiremath and Salimath,1991
Eleusine	tristachya	NA	2	1.5	Hiremath and Salimath,1991
Eleusine	floccifolia	NA	2	1.6	Hiremath and Salimath,1991
Eleusine	coracana	NA	4	1.6	Bennett and Smith,1976
Eleusine	jaegeri	NA	2	1.7	Hiremath and Salimath,1991
Eleusine	intermedia	NA	2	1.7	Hiremath and Salimath,1991
Eleusine	africana	NA	4	2.6	Hiremath and Salimath,1991
Eleusine	kigeziensis	NA	4	3	Hiremath and Salimath,1991
Eleusine	floccifolia	NA	4	3.1	Hiremath and Salimath,1991
Ensete	ventricosum	NA	2	0.53	Šmarda et al.,2014
Ensete	gilletii	NA	2	0.61	Bartos et al.,2005
Eragrostis	tef	NA	4	0.7	Bennett and Smith,1976
Eragrostis	minor	NA	4	0.73	Šmarda et al.,2014
Eragrostis	spectabilis	NA	-	1.15	Bai et al.,2012
Erigeron	philadelphicus	NA	-	0.9	Bai et al.,2012
Erigeron	acer	NA	-	1.38	Garcia et al.,2013
Erigeron	calderae	NA	2	1.55	Suda et al.,2003
Erigeron	alpinus	NA	-	1.56	Garcia et al.,2013
Erigeron	annuus	NA	3	2.17	Kubešová et al.,2010
Erucastrum	gallicum	NA	4	1.04	Kubešová et al.,2010
Erysimum	sylvestre	NA	-	0.28	Vidic et al.,2009
Erysimum	duriaei	NA	4	0.47	Loureiro et al.,2013
Erysimum	scoparium	NA	4	0.54	Suda et al.,2003
Erysimum	bicolor	NA	4	0.58	Suda et al.,2003
Erysimum	goniocaulon	NA	-	0.69	Bou Dagher-Kharrat et al.,2013
Erysimum	bicolor	NA	6	0.76	Lysák et al.,2009
Erysimum	cheiranthoides	NA	-	0.83	Lysák et al.,2009
Erysimum	diffusum	NA	-	0.88	Pustahija et al.,2013
Eschscholzia	californica	NA	2	1.1	Bennett et al.,1999
Eucalyptus	citriodora	NA	2	0.39	Grattapaglia &  Bradshaw,1994
Eucalyptus	torelliana	NA	2	0.4	Grattapaglia &  Bradshaw,1994
Eucalyptus	dunnii	NA	2	0.55	Grattapaglia &  Bradshaw,1994
Eucalyptus	globulus	NA	2	0.55	Praca et al.,2009
Eucalyptus	tereticornis	NA	2	0.6	Grattapaglia &  Bradshaw,1994
Eucalyptus	elata	NA	-	0.61	Morgan & Westoby,2005
Eucalyptus	camaldulensis	NA	2	0.62	Grattapaglia &  Bradshaw,1994
Eucalyptus	grandis	NA	2	0.63	Praca et al.,2009
Eucalyptus	pulverulenta	NA	2	0.63	Ribeiro et al.,2016
Eucalyptus	cornuta	NA	2	0.63	Ribeiro et al.,2016
Eucalyptus	occidentalis	NA	2	0.64	Ribeiro et al.,2016
Eucalyptus	resinifera	NA	2	0.64	Grattapaglia &  Bradshaw,1994
Eucalyptus	urophylla	NA	2	0.64	Praca et al.,2009
Eucalyptus	robusta	NA	2	0.68	Grattapaglia &  Bradshaw,1994
Eucalyptus	pellita	NA	2	0.69	Grattapaglia &  Bradshaw,1994
Eucalyptus	saligna	NA	2	0.74	Grattapaglia &  Bradshaw,1994
Euclidium	syriacum	NA	2	0.27	Lysák et al.,2009
Eucommia	ulmoides	NA	2	0.74	Hanson et al.,2001
Eugenia	crenata	NA	2	0.24	Ribeiro da Costa et al.,2008
Eugenia	stigmatosa	NA	2	0.24	Ribeiro da Costa et al.,2008
Eugenia	uniflora	NA	2	0.25	Ribeiro da Costa et al.,2008
Eugenia	involucrata	NA	2	0.25	Ribeiro da Costa et al.,2008
Eugenia	hyemalis	NA	2	0.25	Ribeiro da Costa et al.,2008
Eugenia	multicostata	NA	2	0.32	Ribeiro da Costa et al.,2008
Eugenia	punicifolia	NA	2	0.32	Ribeiro da Costa et al.,2008
Euphorbia	peplus	NA	2	0.35	Loureiro et al.,2007
Euphorbia	hirta	NA	-	0.7	Bennett et al.,1998
Euphorbia	montenegrina	NA	-	0.78	Pustahija et al.,2013
Euphorbia	montenegrina	NA	-	0.78	Siljak-Yakovlev et al.,2010
Euphorbia	paralias	NA	-	0.78	Bou Dagher-Kharrat et al.,2013
Euphorbia	helioscopia	NA	4	0.89	Veselý et al.,2013
Euphorbia	corollata	NA	-	0.9	Sonnier,2016
